Date,HDFCBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,WIPRO.NS
2025-03-13,841.9197387695312,1534.439208984375,1242.9359130859375,3393.7646484375,252.39129638671875
2025-03-17,843.7944946289062,1544.34619140625,1233.9217529296875,3380.8603515625,248.42376708984375
2025-03-18,843.7944946289062,1544.34619140625,1233.9217529296875,3380.8603515625,248.42376708984375
2025-03-19,860.4197387695312,1540.94677734375,1242.1888427734375,3380.28076171875,254.01654052734375
2025-03-20,872.580322265625,1569.1131591796875,1264.101318359375,3444.1240234375,256.21539306640625
2025-03-21,873.3696899414062,1546.7742919921875,1271.2725830078125,3458.574951171875,252.67807006835938
2025-03-24,887.9969482421875,1546.968505859375,1296.920166015625,3507.725830078125,257.5538024902344
2025-03-25,898.5789184570312,1581.6422119140625,1280.33642578125,3535.563720703125,259.0834655761719
2025-03-26,891.2283325195312,1553.475830078125,1267.98583984375,3514.346923828125,255.64178466796875
2025-03-27,900.5029296875,1557.4581298828125,1273.115234375,3529.23291015625,260.230712890625
2025-03-28,901.9088745117188,1525.5037841796875,1270.027587890625,3485.6875,250.71823120117188
2025-04-01,872.1363525390625,1482.6226806640625,1247.6170654296875,3432.1865234375,251.0528564453125
2025-04-02,886.4676513671875,1505.593017578125,1246.1729736328125,3425.5654296875,252.00889587402344
2025-04-03,885.456298828125,1453.485107421875,1243.732666015625,3289.46875,245.0776824951172
2025-04-04,896.5316772460938,1409.92431640625,1199.9075927734375,3189.1845703125,235.4696044921875
2025-04-07,867.1289672851562,1356.602294921875,1161.062744140625,3164.68115234375,232.21908569335938
2025-04-08,872.7777099609375,1387.7310791015625,1177.4971923828125,3182.949951171875,236.37782287597656
2025-04-09,870.7303466796875,1363.3524169921875,1180.6346435546875,3138.1484375,226.24391174316406
2025-04-11,891.3269653320312,1368.9371337890625,1214.1009521484375,3123.552734375,229.20761108398438
2025-04-15,920.0142211914062,1385.011474609375,1235.1668701171875,3139.69482421875,233.27072143554688
2025-04-16,926.4768676757812,1372.482177734375,1234.3701171875,3164.439453125,236.76022338867188
2025-04-17,940.6354370117188,1378.6983642578125,1269.4300537109375,3188.701416015625,226.48292541503906
2025-04-21,950.6994018554688,1409.29296875,1290.346435546875,3210.642822265625,227.96478271484375
2025-04-22,967.7686767578125,1381.903564453125,1286.0635986328125,3203.68310546875,223.85385131835938
2025-04-23,949.1207275390625,1432.5059814453125,1294.82861328125,3298.98974609375,232.88832092285156
2025-04-24,945.6181030273438,1429.1065673828125,1296.4222412109375,3287.970458984375,232.07569885253906
2025-04-25,942.8554077148438,1437.653564453125,1295.22705078125,3332.82080078125,230.30703735351562
2025-04-28,947.29541015625,1439.4989013671875,1363.35498046875,3328.470458984375,229.9246368408203
2025-04-29,941.6714477539062,1454.456298828125,1394.1319580078125,3356.501953125,230.78504943847656
2025-04-30,949.6633911132812,1456.9815673828125,1399.410888671875,3338.330078125,230.8806610107422
2025-05-02,948.1341552734375,1463.586181640625,1414.152099609375,3316.388427734375,231.052734375
2025-05-05,955.4847412109375,1465.2371826171875,1425.6063232421875,3338.91015625,232.85964965820312
2025-05-06,952.9686889648438,1468.053955078125,1415.2476806640625,3344.419677734375,230.58428955078125
2025-05-07,959.8260498046875,1464.9459228515625,1400.4068603515625,3330.017333984375,233.3089599609375
2025-05-08,951.3900756835938,1467.956787109375,1401.4029541015625,3333.6904296875,230.9475860595703
2025-05-09,932.248779296875,1464.2659912109375,1371.721435546875,3325.3779296875,231.36822509765625
2025-05-12,965.5487060546875,1580.136962890625,1430.7855224609375,3499.46142578125,245.96678161621094
2025-05-13,948.4793701171875,1523.5125732421875,1410.0682373046875,3397.582275390625,240.5078582763672
2025-05-14,942.5594482421875,1546.6285400390625,1418.7337646484375,3430.15673828125,241.81761169433594
2025-05-15,954.0047607421875,1566.636474609375,1448.4151611328125,3460.314453125,245.28799438476562
2025-05-16,954.44873046875,1544.200439453125,1450.6064453125,3442.335693359375,243.1273651123047
2025-05-19,956.4220581054688,1514.9656982421875,1435.0684814453125,3401.25537109375,240.67994689941406
2025-05-20,944.6807861328125,1515.7425537109375,1418.932861328125,3381.4404296875,238.7296600341797
2025-05-21,950.5514526367188,1523.41552734375,1423.5145263671875,3408.021728515625,239.8864288330078
2025-05-22,947.1474609375,1503.0191650390625,1403.79345703125,3360.851806640625,235.12542724609375
2025-05-23,953.9060668945312,1519.8218994140625,1421.124267578125,3397.195556640625,236.4829864501953
2025-05-26,957.1619873046875,1535.070556640625,1429.0924072265625,3419.137451171875,239.23634338378906
2025-05-27,950.3047485351562,1524.969482421875,1416.44287109375,3381.826904296875,237.33384704589844
2025-05-28,948.9234008789062,1526.6207275390625,1407.279541015625,3380.8603515625,236.54989624023438
2025-05-29,950.896728515625,1540.02392578125,1412.1600341796875,3381.247314453125,239.14073181152344
2025-05-30,959.480712890625,1539.1375732421875,1415.2476806640625,3347.7060546875,238.69139099121094
2025-06-02,953.166015625,1530.371826171875,1408.0762939453125,3334.560546875,236.7888946533203
2025-06-03,949.466064453125,1519.734619140625,1399.908935546875,3291.4501953125,235.3931121826172
2025-06-04,957.6553344726562,1527.8109130859375,1417.8372802734375,3297.0087890625,236.00497436523438
2025-06-05,961.79931640625,1530.8642578125,1436.662109375,3287.451904296875,237.0374755859375
2025-06-06,976.1552734375,1540.2210693359375,1437.7576904296875,3300.226806640625,237.6588897705078
2025-06-09,976.2540283203125,1549.183837890625,1443.0367431640625,3336.991455078125,240.2401580810547
2025-06-10,969.5447387695312,1571.935546875,1432.777587890625,3376.97412109375,243.66275024414062
2025-06-11,962.1940307617188,1606.5062255859375,1443.13623046875,3385.750732421875,247.53468322753906
2025-06-12,958.74072265625,1584.345458984375,1435.865234375,3348.986083984375,248.19430541992188
2025-06-13,946.0127563476562,1577.844970703125,1422.2198486328125,3360.200927734375,248.76792907714844
2025-06-16,954.7940673828125,1599.31640625,1432.0804443359375,3409.54541015625,251.33009338378906
2025-06-17,951.9327392578125,1615.173583984375,1425.506591796875,3428.073974609375,251.34922790527344
2025-06-18,954.0540771484375,1608.2791748046875,1424.4110107421875,3365.75927734375,250.08724975585938
2025-06-19,954.7447509765625,1593.997802734375,1427.598388671875,3339.039306640625,253.90179443359375
2025-06-20,969.2486572265625,1598.429931640625,1460.367431640625,3350.448974609375,254.81959533691406
2025-06-23,961.2073974609375,1560.116455078125,1451.0048828125,3309.393798828125,251.66468811035156
2025-06-24,967.3740234375,1557.7525634765625,1445.0286865234375,3306.27294921875,253.31863403320312
2025-06-25,976.8953247070312,1590.550537109375,1461.463134765625,3359.3232421875,257.5633850097656
2025-06-26,997.4179077148438,1591.6339111328125,1489.3516845703125,3356.397705078125,256.7125244140625
2025-06-27,1004.9491577148438,1583.7545166015625,1509.3717041015625,3355.71533203125,253.3950958251953
2025-06-30,998.2658081054688,1577.6480712890625,1494.630615234375,3376.096435546875,254.2842254638672
2025-07-01,1003.5526123046875,1582.57275390625,1522.320068359375,3344.59814453125,252.91708374023438
2025-07-02,990.5350341796875,1586.2169189453125,1512.75830078125,3338.356689453125,255.2593536376953
2025-07-03,991.0836181640625,1594.293212890625,1511.76220703125,3316.4150390625,255.30715942382812
2025-07-04,992.1809692382812,1615.96142578125,1521.2244873046875,3334.943603515625,258.1752624511719
2025-07-07,991.2332763671875,1602.4681396484375,1535.367919921875,3327.044677734375,255.97637939453125
2025-07-08,998.2159423828125,1613.9915771484375,1531.4833984375,3321.680908203125,257.7928161621094
2025-07-09,1003.1036987304688,1609.0670166015625,1512.9573974609375,3299.8369140625,256.024169921875
2025-07-10,1000.6099243164062,1591.43701171875,1511.16455078125,3298.081298828125,253.3950958251953
2025-07-11,989.3878784179688,1570.85205078125,1489.2520751953125,3184.959716796875,246.94190979003906
2025-07-14,989.0387573242188,1546.623046875,1477.7977294921875,3142.734130859375,243.07000732421875
2025-07-15,995.2732543945312,1561.6922607421875,1479.4910888671875,3171.599853515625,246.0814971923828
2025-07-16,995.6722412109375,1583.6561279296875,1479.690185546875,3163.576171875,251.24403381347656
2025-07-17,990.98388671875,1559.6240234375,1470.52685546875,3140.18994140625,249.1407928466797
2025-07-18,976.2705078125,1562.1846923828125,1470.12841796875,3121.304931640625,255.21157836914062
2025-07-21,997.7670288085938,1560.4119873046875,1422.9169921875,3090.28662109375,248.90179443359375
2025-07-22,1001.058837890625,1547.2139892578125,1407.179931640625,3091.65673828125,248.28036499023438
2025-07-23,1009.6375122070312,1550.7596435546875,1418.932861328125,3110.7373046875,249.9055938720703
2025-07-24,1004.5999755859375,1529.0914306640625,1397.3192138671875,3080.30615234375,250.33583068847656
2025-07-25,1002.2999877929688,1492.84619140625,1386.1636962890625,3068.368408203125,247.8023681640625
2025-07-28,1004.25,1493.1417236328125,1382.080078125,3013.083251953125,243.75680541992188
2025-07-29,1010.7999877929688,1490.8763427734375,1411.4627685546875,2990.284423828125,245.46275329589844
2025-07-30,1012.9000244140625,1496.0965576171875,1404.4906005859375,2987.93603515625,243.90301513671875
2025-07-31,1009.0999755859375,1486.247314453125,1384.669677734375,2971.497314453125,242.05084228515625
2025-08-01,1006.0999755859375,1447.4412841796875,1388.15576171875,2938.424072265625,236.64051818847656
2025-08-04,996.0,1458.177001953125,1405.885009765625,3008.28857421875,239.8574676513672
2025-08-05,988.7999877929688,1438.2816162109375,1386.1636962890625,2998.014404296875,239.7209930419922
2025-08-06,992.6500244140625,1415.037353515625,1387.259521484375,2967.093994140625,233.92074584960938
2025-08-07,997.7000122070312,1415.234375,1383.8729248046875,2981.47802734375,236.2213592529297
2025-08-08,986.9500122070312,1401.6424560546875,1362.35888671875,2971.105712890625,233.0336456298828
2025-08-11,997.7999877929688,1406.66552734375,1380.6856689453125,2975.411376953125,235.53895568847656
2025-08-12,984.9500122070312,1402.62744140625,1374.9088134765625,2970.127197265625,235.63644409179688
2025-08-13,990.1500244140625,1405.0897216796875,1377.0999755859375,2970.91015625,235.56820678710938
2025-08-14,995.5499877929688,1425.8714599609375,1373.800048828125,2957.30908203125,240.5983428955078
2025-08-18,1001.7999877929688,1414.1510009765625,1381.699951171875,2946.44775390625,239.0386199951172
2025-08-19,995.5499877929688,1418.2877197265625,1420.0999755859375,2951.34033203125,240.7445831298828
2025-08-20,994.0999755859375,1473.6402587890625,1413.0,3031.96826171875,244.52691650390625
2025-08-21,995.5999755859375,1473.8372802734375,1424.800048828125,3035.882568359375,243.62033081054688
2025-08-22,982.2999877929688,1465.0714111328125,1409.199951171875,2988.327392578125,242.38229370117188
2025-08-25,982.0499877929688,1508.9989013671875,1412.5999755859375,3073.065185546875,247.451416015625
2025-08-26,973.4000244140625,1506.53662109375,1384.9000244140625,3089.308349609375,245.6869659423828
2025-08-28,957.7999877929688,1477.4814453125,1385.9000244140625,3027.173583984375,244.34169006347656
2025-08-29,951.5999755859375,1447.4412841796875,1357.199951171875,3018.3671875,243.13291931152344
2025-09-01,950.5999755859375,1476.7921142578125,1353.9000244140625,3045.667236328125,244.0590057373047
2025-09-02,944.5,1476.1025390625,1366.5,3044.5908203125,244.61463928222656
2025-09-03,954.4500122070312,1456.798095703125,1372.5999755859375,3030.891845703125,243.2791290283203
2025-09-04,961.25,1440.94091796875,1359.300048828125,3029.130859375,238.80465698242188
2025-09-05,963.4000244140625,1422.8182373046875,1375.0,2982.75,237.53736877441406
2025-09-08,966.0,1411.2947998046875,1378.5,2954.080078125,236.41632080078125
2025-09-09,965.1500244140625,1481.6181640625,1376.199951171875,2983.826171875,242.8794403076172
2025-09-10,965.9000244140625,1509.491455078125,1377.0,3043.123291015625,249.31333923339844
2025-09-11,967.7999877929688,1486.9366455078125,1383.300048828125,3057.017822265625,247.5196533203125
2025-09-12,967.2999877929688,1502.596923828125,1395.0,3066.02001953125,245.5992431640625
2025-09-15,967.0499877929688,1485.6563720703125,1399.300048828125,3044.982177734375,244.95584106445312
2025-09-16,966.8499755859375,1488.5126953125,1405.300048828125,3078.0556640625,247.61712646484375
2025-09-17,966.5,1499.4453125,1413.800048828125,3104.57275390625,247.75360107421875
2025-09-18,976.9000244140625,1517.370849609375,1415.0,3108.388916015625,250.46363830566406
2025-09-19,966.9000244140625,1516.976806640625,1407.4000244140625,3101.050048828125,249.44007873535156
2025-09-22,964.2000122070312,1476.8905029296875,1390.5999755859375,3007.70166015625,244.02975463867188
2025-09-23,957.2000122070312,1474.920654296875,1389.800048828125,2996.546630859375,243.34738159179688
2025-09-24,951.0499877929688,1472.0643310546875,1383.0,2970.127197265625,238.43421936035156
2025-09-25,949.8499755859375,1462.4122314453125,1372.4000244140625,2893.804443359375,235.90940856933594
2025-09-26,945.0499877929688,1427.053466796875,1377.5999755859375,2836.758544921875,229.8166961669922
2025-09-29,950.2999877929688,1420.060546875,1372.800048828125,2833.82275390625,233.60879516601562
2025-09-30,951.0,1420.060546875,1364.0,2826.288330078125,233.3455810546875
2025-10-01,965.25,1424.000244140625,1368.699951171875,2851.53369140625,235.0028076171875
2025-10-03,965.1500244140625,1424.7880859375,1363.4000244140625,2839.498046875,234.91506958007812
2025-10-06,973.4500122070312,1453.744873046875,1375.0,2924.137939453125,236.0361328125
2025-10-07,982.5,1436.5086669921875,1384.800048828125,2909.75390625,237.40089416503906
2025-10-08,978.7000122070312,1472.4583740234375,1367.4000244140625,2962.103515625,238.1222686767578
2025-10-09,977.0999755859375,1486.5428466796875,1377.800048828125,2995.86181640625,240.1986541748047
2025-10-10,980.9000244140625,1492.058349609375,1381.699951171875,2963.179931640625,242.44078063964844
2025-10-13,977.0,1470.6854248046875,1375.0,2942.533935546875,238.96063232421875
2025-10-14,977.1500244140625,1467.435302734375,1375.9000244140625,2896.642333984375,242.16781616210938
2025-10-15,978.25,1452.1690673828125,1374.300048828125,2916.7763671875,243.91278076171875
2025-10-16,994.3499755859375,1449.312744140625,1398.300048828125,2917.66015625,247.4221649169922
2025-10-17,1002.5499877929688,1419.37109375,1416.800048828125,2909.311767578125,234.8370819091797
2025-10-20,1002.9500122070312,1438.87255859375,1466.800048828125,2961.365478515625,235.1685333251953
2025-10-21,1007.7000122070312,1450.19921875,1465.199951171875,2953.017333984375,235.28550720214844
2025-10-23,1008.7999877929688,1505.4532470703125,1448.4000244140625,3018.330078125,238.15151977539062
2025-10-24,994.75,1502.4000244140625,1451.5999755859375,3008.508544921875,236.86473083496094
2025-10-27,1002.9500122070312,1504.5,1484.0999755859375,3029.821044921875,237.77133178710938
2025-10-28,1003.5499877929688,1500.199951171875,1486.9000244140625,3003.30322265625,236.27984619140625
2025-10-29,1007.8499755859375,1510.4000244140625,1504.199951171875,3003.0087890625,236.18235778808594
2025-10-30,998.1500244140625,1493.800048828125,1488.5,2981.106689453125,235.83140563964844
2025-10-31,987.2999877929688,1482.300048828125,1486.4000244140625,3003.4013671875,234.6128692626953
2025-11-03,992.6500244140625,1485.5,1484.699951171875,2962.93701171875,234.44715881347656
2025-11-04,985.25,1467.9000244140625,1473.0999755859375,2936.81201171875,231.9320831298828
2025-11-06,984.6500244140625,1466.699951171875,1496.0999755859375,2957.142333984375,234.00848388671875
2025-11-07,982.2999877929688,1476.800048828125,1478.0,2938.383544921875,230.5380859375
2025-11-10,984.5,1513.5,1489.300048828125,2971.18701171875,233.8037567138672
2025-11-11,991.7000122070312,1530.300048828125,1493.4000244140625,2992.597900390625,235.60720825195312
2025-11-12,989.5,1551.699951171875,1511.5,3075.8837890625,239.04835510253906
2025-11-13,986.6500244140625,1541.800048828125,1510.9000244140625,3050.249755859375,239.1555938720703
2025-11-14,989.5999755859375,1502.800048828125,1518.9000244140625,3050.54443359375,238.21974182128906
2025-11-17,996.5499877929688,1507.5999755859375,1518.300048828125,3046.812255859375,237.90780639648438
2025-11-18,992.4500122070312,1486.4000244140625,1519.4000244140625,3031.98193359375,234.8370819091797
2025-11-19,994.5999755859375,1541.0999755859375,1518.9000244140625,3091.499755859375,239.87696838378906
2025-11-20,1008.8499755859375,1536.5,1549.0999755859375,3088.65185546875,240.0621795654297
2025-11-21,998.0499877929688,1545.0,1546.5999755859375,3094.34814453125,238.3367462158203
2025-11-24,999.1500244140625,1548.0,1535.9000244140625,3085.115966796875,241.04676818847656
2025-11-25,989.7999877929688,1530.5999755859375,1539.699951171875,3063.5087890625,239.45779418945312
2025-11-26,1003.9000244140625,1557.9000244140625,1569.9000244140625,3106.428466796875,243.89328002929688
2025-11-27,1009.5,1566.4000244140625,1563.4000244140625,3080.59814453125,243.2791290283203
2025-11-28,1007.5999755859375,1560.0999755859375,1567.5,3081.48193359375,243.24989318847656
2025-12-01,1002.0999755859375,1564.0,1566.0999755859375,3077.455078125,243.98101806640625
2025-12-02,989.7999877929688,1561.0,1546.300048828125,3079.714111328125,243.873779296875
2025-12-03,1000.5,1578.699951171875,1538.800048828125,3123.22314453125,248.280029296875
2025-12-04,997.2000122070312,1597.5999755859375,1535.5999755859375,3171.544677734375,250.46363830566406
2025-12-05,1003.2999877929688,1616.199951171875,1540.5999755859375,3180.384033203125,253.36865234375
2025-12-08,1003.0999755859375,1610.800048828125,1543.0,3178.71435546875,254.80165100097656
2025-12-09,997.0999755859375,1599.0,1529.4000244140625,3151.01806640625,250.9315643310547
2025-12-10,989.7999877929688,1584.800048828125,1536.9000244140625,3132.259033203125,251.4872283935547
2025-12-11,1000.2999877929688,1598.0,1545.0,3134.91064453125,252.72525024414062
2025-12-12,1001.5,1598.199951171875,1556.5,3163.0,254.04129028320312
2025-12-15,996.0999755859375,1606.800048828125,1556.199951171875,3172.52685546875,255.15257263183594
2025-12-16,994.2999877929688,1592.9000244140625,1542.300048828125,3147.875244140625,252.69601440429688
2025-12-17,984.0,1602.0,1544.4000244140625,3160.348388671875,254.5677032470703
2025-12-18,979.7000122070312,1626.800048828125,1544.4000244140625,3222.2236328125,257.2095031738281
2025-12-19,985.5,1638.699951171875,1565.0999755859375,3223.402099609375,257.7944030761719
2025-12-22,987.7000122070312,1689.5999755859375,1575.4000244140625,3265.5361328125,265.8075256347656
2025-12-23,996.5999755859375,1668.300048828125,1570.699951171875,3250.902099609375,264.5694580078125
2025-12-24,997.2000122070312,1663.4000244140625,1558.199951171875,3259.741455078125,261.31353759765625
2025-12-26,992.0999755859375,1656.0999755859375,1559.199951171875,3221.437744140625,259.5978088378906
2025-12-29,991.7000122070312,1644.699951171875,1545.5999755859375,3193.446533203125,257.58966064453125
2025-12-30,990.9000244140625,1621.5999755859375,1539.800048828125,3188.83056640625,257.0145263671875
2025-12-31,991.2000122070312,1615.4000244140625,1570.4000244140625,3148.955322265625,256.6538391113281
2026-01-01,991.1500244140625,1629.800048828125,1575.5999755859375,3169.77685546875,260.62139892578125
2026-01-02,1001.5999755859375,1640.4000244140625,1592.300048828125,3192.660888671875,262.2298583984375
2026-01-05,977.5,1606.4000244140625,1578.0999755859375,3158.6787109375,256.6733093261719
2026-01-06,962.2000122070312,1612.199951171875,1507.5999755859375,3197.669921875,258.9154357910156
2026-01-07,949.0499877929688,1639.0,1504.199951171875,3236.75927734375,263.98455810546875
2026-01-08,946.7000122070312,1613.300048828125,1470.5999755859375,3146.6962890625,255.6010284423828
2026-01-09,939.0,1614.0999755859375,1475.300048828125,3150.52685546875,255.35731506347656
2026-01-12,936.9500122070312,1595.9000244140625,1483.199951171875,3181.75927734375,256.4783630371094
2026-01-13,937.3499755859375,1599.0,1452.800048828125,3209.652099609375,257.5506896972656
2026-01-14,925.4500122070312,1599.800048828125,1458.800048828125,3135.5,253.6513671875
2026-01-15,925.4500122070312,1599.800048828125,1458.800048828125,3135.5,253.6513671875
2026-01-16,931.0999755859375,1689.800048828125,1457.9000244140625,3206.699951171875,260.7189025878906
2026-01-19,927.9000244140625,1681.199951171875,1413.5999755859375,3163.60009765625,239.75997924804688
2026-01-20,931.2000122070312,1658.9000244140625,1394.0,3102.300048828125,233.86224365234375
2026-01-21,920.3499755859375,1654.4000244140625,1404.5999755859375,3122.60009765625,233.5210723876953
2026-01-22,918.7000122070312,1663.5,1402.5,3150.39990234375,234.59336853027344
2026-01-23,916.0999755859375,1670.800048828125,1386.0999755859375,3162.5,232.39999389648438
2026-01-27,926.4000244140625,1682.699951171875,1380.5,3158.0,234.8000030517578
2026-01-28,932.7000122070312,1666.5,1396.699951171875,3200.10009765625,237.35000610351562
2026-01-29,935.5,1659.5,1391.0,3144.39990234375,239.8000030517578
2026-01-30,929.25,1641.0,1395.4000244140625,3123.89990234375,236.89999389648438
2026-02-02,928.0999755859375,1629.4000244140625,1390.4000244140625,3169.60009765625,242.3000030517578
2026-02-03,948.7000122070312,1656.0,1437.0999755859375,3225.300048828125,242.69000244140625
2026-02-04,953.0999755859375,1535.800048828125,1456.800048828125,2999.10009765625,233.33999633789062
2026-02-05,949.7000122070312,1520.199951171875,1443.4000244140625,2991.5,233.38999938964844
2026-02-06,941.0999755859375,1507.0999755859375,1450.800048828125,2941.60009765625,230.72000122070312
2026-02-09,937.25,1497.199951171875,1461.5999755859375,2948.199951171875,230.0800018310547
2026-02-10,932.4000244140625,1497.800048828125,1458.5,2984.60009765625,231.47000122070312
2026-02-11,927.0999755859375,1471.9000244140625,1468.699951171875,2909.800048828125,229.80999755859375
2026-02-12,920.5999755859375,1386.0,1448.9000244140625,2750.10009765625,219.0800018310547
2026-02-13,903.9000244140625,1369.0999755859375,1419.5999755859375,2692.199951171875,214.08999633789062
2026-02-16,925.7999877929688,1365.5999755859375,1437.0999755859375,2706.60009765625,213.25999450683594
2026-02-17,925.7000122070312,1391.199951171875,1423.0,2717.39990234375,215.69000244140625
2026-02-18,924.7000122070312,1373.699951171875,1441.300048828125,2694.89990234375,211.9499969482422
2026-02-19,915.5999755859375,1370.5,1409.5,2677.89990234375,211.2100067138672
2026-02-20,911.8499755859375,1353.199951171875,1419.4000244140625,2686.199951171875,209.86000061035156
2026-02-23,923.5999755859375,1327.5,1428.0,2676.300048828125,205.88999938964844
2026-02-24,910.5,1275.5,1428.800048828125,2573.699951171875,200.13999938964844
2026-02-25,907.5999755859375,1290.0999755859375,1398.5,2629.300048828125,201.9199981689453
2026-02-26,898.5999755859375,1289.0999755859375,1406.800048828125,2647.699951171875,201.0800018310547
2026-02-27,887.75,1300.0999755859375,1393.9000244140625,2637.39990234375,200.9600067138672
2026-03-02,879.4000244140625,1288.9000244140625,1358.0,2613.5,198.57000732421875
2026-03-04,868.6500244140625,1307.4000244140625,1345.0,2587.800048828125,195.5500030517578
2026-03-05,877.75,1305.800048828125,1389.4000244140625,2578.800048828125,195.67999267578125
2026-03-06,857.0499877929688,1308.4000244140625,1404.800048828125,2557.60009765625,195.39999389648438
2026-03-09,840.7000122070312,1315.0,1424.0,2527.39990234375,198.75
2026-03-10,849.4500122070312,1295.5999755859375,1408.800048828125,2513.10009765625,200.92999267578125
2026-03-11,833.9500122070312,1276.300048828125,1390.199951171875,2464.89990234375,202.22999572753906
2026-03-12,832.75,1265.800048828125,1392.199951171875,2442.39990234375,202.50999450683594
2026-03-13,817.0,1248.300048828125,1380.699951171875,2410.5,197.5800018310547
